origin,dest,count
17370,21315,7
17370,40507,1
17370,40825,1
17370,56445,2
17370,59926,1
17370,66916,1
17370,72720,1
17370,90198,1
17371,20057,1
17371,72720,1
17372,40801,4
17374,21,1
17374,22,1
17374,23,1
17374,20037,5
17374,21302,9
17374,28455,1
17374,28456,2
17374,40799,1
17374,42337,3
17374,56436,3
17374,66929,9
17374,66934,9
17374,72709,1
17374,72720,2
17374,89769,3
17374,90192,3
17375,24,4
17375,4254,1
17375,20057,13
17375,21315,5
17375,21335,12
17375,40507,4
17375,40825,4
17375,56437,6
17375,56445,1
17375,56448,1
17375,58663,1
17375,59926,2
17375,66916,9
17375,66931,2
17375,72730,1
17375,90198,4
17378,27630,2
17379,40801,1
17384,44102,2
17389,44103,3
17390,87146,1
17391,51106,1
17391,51110,1
17392,51119,2
17393,10666,6
17393,10689,6
17393,12660,19
17393,45734,20
17393,63058,1
17393,63139,1
17393,71924,1
17393,71929,1
17393,71934,1
17393,71935,1
17398,21728,1
17400,67154,1
17401,54495,2
17401,54498,1
17403,3792,1
17403,67163,1
17404,47940,1
17404,47941,1
17405,32254,1
17406,3792,2
17406,65467,1
17407,43576,3
17416,39446,2
17418,15955,1
17418,22278,4
17418,57360,1
17418,59236,1
17418,59244,2
17418,83171,1
17418,83172,1
17418,85535,3
17418,90632,1
17419,63060,7
17421,54481,1
17422,17402,1
17424,18304,1
17425,17445,1
17425,18062,1
17425,21143,3
17425,21154,1
17425,21162,1
17425,21200,1
17425,61178,1
17426,17443,1
17426,18304,1
17426,18307,4
17426,21153,1
17426,21155,2
17426,21164,1
17426,21194,2
17426,61118,1
17426,61178,1
17427,87667,1
17428,87010,1
17429,48081,1
17430,15058,2
17430,15065,4
17430,15069,2
17430,42659,1
17430,66527,2
17430,85950,1
17430,85952,2
17431,15065,2
17431,15069,2
17431,66527,3
17432,15072,4
17432,42642,1
17433,15062,1
17433,85952,1
17435,17937,1
17435,32535,2
17435,32549,1
17435,46015,1
17435,59927,1
17436,42740,3
17437,90780,1
17440,15068,4
17440,66525,1
17440,66526,3
17441,65812,1
17441,66529,4
17442,17449,1
17444,90829,1
17446,17426,1
17447,87667,7
17450,76408,2
17451,76509,1
17452,66212,1
17452,66298,1
17452,66300,3
17453,51609,17
17455,66237,3
17455,66300,7
17455,76330,3
17455,76509,4
17455,76516,7
17455,76527,1
17456,66227,2
17457,66237,4
17458,66186,1
17458,76473,1
17458,76509,3
17459,66187,2
17459,68034,5
17459,68038,3
17459,68044,2
17459,74347,1
17461,66227,1
17462,76520,1
17463,74347,9
17464,75009,1
17465,75009,1
17468,51609,2
17470,76337,2
17470,76531,3
17472,36997,2
17472,36998,2
17473,36992,4
17475,36992,2
17475,36996,1
17476,83037,2
17477,7415,1
17477,82535,1
17477,82536,1
17478,958,1
17479,36520,1
17480,19348,3
17480,69566,2
17482,25291,11
17482,56247,2
17484,79241,2
17485,63255,3
17485,63321,7
17486,63255,3
17487,85496,3
17488,13801,1
17489,17572,2
17490,85937,3
17491,23226,1
17492,3262,1
17493,29505,1
17494,85973,1
17496,24858,1
17496,33078,1
17497,41379,1
17498,13796,9
17498,82502,9
17500,47770,1
17501,2302,4
17501,22331,2
17501,82484,7
17502,2302,1
17503,66724,1
17505,36144,1
17505,81665,4
17506,28220,1
17507,66725,7
17508,23262,1
17508,47770,1
17508,65277,1
17508,81665,3
17509,57121,1
17510,57121,2
17511,2302,1
17513,2302,1
17513,66724,1
17514,2302,1
17514,73742,2
17516,57121,1
17518,51613,2
17519,76527,7
17521,16625,2
17521,65278,1
17521,65326,1
17521,65349,2
17521,65437,2
17523,37690,5
17524,58011,2
17525,26570,1
17527,41318,6
17527,41330,4
17528,40283,1
17531,17572,1
17533,17572,3
17534,41382,1
17534,76313,1
17535,17572,1
17536,47793,1
17538,17572,4
17539,17572,2
17541,17572,2
17542,17572,2
17543,16472,1
17543,16473,2
17543,16475,5
17544,13777,1
17545,33074,1
17546,26798,1
17546,41381,11
17547,26797,1
17547,54729,7
17548,13760,1
17548,82490,1
17549,22721,1
17554,24850,1
17559,66384,1
17560,24938,1
17561,24850,3
17562,29532,1
17562,29548,1
17563,24922,1
17564,24927,2
17564,29070,3
17564,29548,8
17564,73462,1
17565,13779,1
17565,82497,1
17566,13779,1
17566,82497,1
17570,31572,1
17571,31572,1
17572,17540,16
17572,23170,2
17572,24844,10
17572,24847,5
17572,24953,2
17572,29508,2
17572,31573,2
17572,33048,2
17572,70923,2
17573,24820,1
17573,24847,1
17574,29534,1
17579,27286,1
17579,47682,1
17579,47696,1
17579,49349,1
17579,49351,2
17579,72350,1
17579,87190,1
17580,9156,1
17580,9204,1
17580,9219,1
17580,19731,1
17580,19736,1
17580,49351,4
17580,72335,1
17580,87188,1
17580,88161,1
17580,88176,2
17580,88178,1
17581,84991,1
17583,41177,1
17583,41181,1
17583,47705,1
17583,76566,3
17583,90379,1
17584,64887,1
17585,1414,1
17586,90379,1
17587,73821,1
17589,86952,1
17590,90348,1
17590,90360,2
17591,86952,1
17594,17627,1
17594,42798,2
17595,42798,1
17595,87132,1
17597,21376,1
17597,91019,1
17597,91025,2
17598,49126,1
17599,87218,1
17600,42399,1
17600,47253,3
17601,58992,7
17602,32493,1
17603,86865,1
17604,90469,1
17606,45660,1
17607,45667,1
17608,23916,1
17608,26069,3
17608,80590,1
17613,21376,1
17613,24426,2
17613,32142,1
17613,41184,1
17614,43364,6
17616,87281,1
17617,18557,1
17617,18563,9
17617,24411,16
17617,85179,16
17620,35300,1
17621,8463,2
17621,19941,3
17621,19944,4
17621,25411,2
17621,62902,37
17621,86858,4
17622,19941,1
17622,19944,2
17622,25411,1
17622,62902,11
17622,86858,2
17623,81972,2
17623,91024,3
17624,58678,10
17624,58725,27
17624,58726,10
17624,91024,5
17627,91024,2
17628,49165,1
17630,27323,1
17631,74633,2
17632,26751,1
17633,87052,11
17634,74634,1
17634,87052,2
17635,53725,5
17635,53733,13
17635,73588,18
17635,73591,1
17635,74633,8
17635,87051,3
17636,79122,6
17637,79123,1
17638,75663,8
17639,49964,1
17640,87849,1
17642,68371,3
17643,41881,1
17643,68371,1
17645,68371,1
17646,1814,2
17646,20995,1
17646,71680,3
17647,35558,1
17647,35609,3
17647,35640,1
17648,35642,1
17649,35625,1
17649,35629,1
17650,15593,4
17650,15596,4
17655,68735,1
17656,17685,1
17656,17761,1
17656,17767,1
17656,18087,2
17656,19203,1
17656,33573,1
17656,65756,1
17656,69148,1
17656,90151,1
17658,18091,1
17659,28101,1
17659,47167,2
17660,89519,1
17661,9094,3
17661,23589,2
17661,23596,3
17661,23606,1
17661,39431,1
17661,60733,2
17661,60841,2
17661,85519,1
17661,85559,1
17666,39789,1
17668,28413,1
17669,22571,8
17669,22575,28
17669,22577,36
17670,16058,1
17670,29822,1
17670,85427,1
17670,90806,8
17671,11712,1
17672,16057,1
17672,70813,1
17673,17753,1
17674,27431,10
17676,39799,1
17678,70819,4
17678,80892,3
17678,80896,1
17679,70808,2
17679,70819,1
17683,86015,1
17685,17656,1
17687,18087,2
17687,57734,23
17687,57735,5
17687,57736,10
17688,90831,1
17689,44600,21
17691,57632,1
17692,43167,2
17692,76292,1
17692,76295,1
17693,12874,1
17693,53462,1
17694,12509,1
17695,15871,1
17695,50746,2
17695,63625,1
17695,76815,7
17696,85459,2
17697,43165,2
17699,50746,1
17699,63576,4
17699,63600,2
17699,63625,3
17699,63647,8
17699,76808,8
17699,76820,3
17701,63169,1
17701,90816,1
17702,27398,1
17702,59834,1
17702,63171,2
17703,90321,1
17704,32824,1
17706,56317,1
17707,22265,2
17707,90321,1
17708,22261,2
17708,27398,2
17708,59835,1
17708,63170,3
17708,83217,1
17708,90820,1
17709,38077,2
17710,38077,1
17711,17779,3
17711,60639,1
17711,61481,1
17711,61989,1
17711,69102,1
17711,86035,1
17712,63511,2
17714,32862,1
17714,57704,1
17715,78038,3
17716,50746,2
17718,86041,1
17719,22265,2
17720,72778,3
17721,56375,2
17722,17784,1
17723,17784,3
17723,57706,1
17723,60640,1
17723,61740,1
17723,61938,1
17723,69097,1
17723,86036,1
17724,57620,1
17726,4431,1
17726,90829,2
17727,30661,1
17728,47914,2
17728,54246,1
17729,21625,1
17730,17749,1
17730,36812,1
17730,57705,1
17732,57711,1
17732,57726,1
17736,17740,1
17738,61310,2
17738,85427,1
17739,17730,4
17739,36812,1
17739,86030,2
17740,12231,3
17741,82739,4
17742,8933,2
17743,8933,1
17744,82731,1
17744,82738,5
17745,60156,2
17746,43522,1
17748,25457,4
17749,9764,1
17749,16047,2
17749,32810,1
17751,8944,2
17751,25457,2
17751,25459,6
17752,21213,4
17752,32814,2
17754,16041,2
17756,17656,1
17757,63511,11
17758,17656,1
17762,63511,8
17764,19195,1
17764,40485,1
17764,40486,1
17765,65797,1
17769,19188,1
17770,19576,1
17772,63453,2
17773,86041,1
17774,15937,3
17777,45371,2
17778,18086,1
17778,18095,1
17779,17713,1
17779,19154,2
17781,43550,1
17782,43550,2
17783,21213,1
17784,17722,1
17784,17723,1
17784,19176,1
17784,19177,1
17785,43556,1
17785,43561,1
17786,63296,1
17786,63420,1
17787,21209,2
17790,76033,6
17792,85358,1
17793,41903,2
17793,75533,1
17794,87817,2
17794,87822,1
17795,87812,5
17795,87817,2
17795,87822,1
17796,87822,3
17797,87812,2
17797,87813,1
17797,87817,8
17797,87822,2
17798,87812,2
17798,87817,1
17799,87814,2
17799,87815,1
17800,87822,3
17801,87817,2
17801,87822,1
17802,7034,1
17803,87820,1
17803,87822,1
17804,87822,1
17805,15316,1
17806,47293,6
17807,47287,1
17810,87813,1
17810,87822,1
17811,17886,2
17811,17888,13
17811,18804,1
17811,18856,1
17811,18862,5
17811,47292,14
17811,47295,15
17811,47296,9
17813,87812,3
17813,87814,1
17813,87817,2
17814,15310,2
17817,47824,2
17818,6895,6
17818,6897,4
17819,87822,1
17820,51353,1
17825,17881,1
17826,1477,8
17826,1503,3
17826,1561,1
17826,1759,1
17826,1794,1
17826,1934,1
17826,6995,1
17827,1381,5
17834,17878,1
17835,51353,3
17836,54651,1
17837,1410,4
17837,1421,1
17837,1543,1
17837,1792,1
17837,1794,5
17837,1907,3
17837,1934,3
17837,18671,1
17837,54656,5
17837,76153,1
17839,17872,1
17840,17824,1
17841,1907,2
17841,1934,1
17842,17872,3
17842,17875,4
17845,18664,4
17845,47618,16
17846,1910,1
17847,1794,2
17847,1907,2
17848,18742,1
17849,6792,2
17849,39339,3
17850,7026,1
17851,17868,1
17852,7022,2
17854,87815,1
17854,87817,5
17855,73765,1
17856,54621,1
17856,54623,5
17859,17877,2
17861,16711,1
17862,17882,1
17864,16711,1
17866,18787,1
17867,1576,4
17868,17850,2
17870,16069,1
17871,17860,1
17872,1733,1
17872,2100,5
17872,15315,3
17872,15321,1
17872,15322,6
17872,17839,6
17872,17844,1
17872,18669,1
17872,18867,1
17872,47320,1
17872,47325,2
17872,71623,2
17872,71645,1
17872,75217,1
17872,85374,1
17872,85376,2
17872,85383,2
17872,85619,6
17872,85622,2
17872,87876,4
17873,15319,2
17874,15319,1
17875,15296,1
17875,15297,1
17875,15300,1
17875,15315,1
17875,15321,4
17875,15322,3
17875,73759,1
17875,86239,1
17876,15321,1
17877,85370,1
17877,85374,2
17877,85383,3
17879,2100,2
17879,17838,1
17879,71594,2
17883,17863,1
17885,18852,1
17887,18852,1
17888,17809,1
17888,17811,7
17888,17831,4
17889,15322,1
17889,17877,1
17890,3230,3
17891,3248,3
17892,78634,3
17893,78634,1
17894,78634,1
17895,35398,1
17896,32835,16
17897,55134,2
17898,65817,1
17898,87215,1
17899,57471,2
17900,21980,1
17900,65775,2
17900,67097,2
17901,31291,1
17903,15696,1
17903,17933,1
17903,57455,1
17903,57460,1
17903,57670,1
17903,81874,1
17904,27487,1
17905,35389,1
17905,81867,1
17908,57668,1
17909,15796,1
17911,15948,8
17912,68643,1
17913,21933,4
17915,55134,6
17916,60181,1
17917,78558,1
17918,23616,13
17918,23625,4
17919,22115,6
17920,55134,6
17922,23735,1
17923,55091,4
17925,21934,1
17925,22137,3
17927,21293,1
17927,22130,1
17927,61299,3
17927,90806,1
17930,55134,1
17933,9079,3
17933,15851,1
17933,27469,8
17933,34606,4
17933,53487,8
17933,60357,1
17935,15880,1
17936,65897,1
17937,22106,6
17938,68789,1
17938,79144,1
17939,65897,1
17941,65851,1
17942,65897,1
17943,65885,1
17953,46375,1
17954,51414,1
17954,60776,1
17955,24071,1
17957,51415,1
17958,70975,20
17959,59434,1
17961,75394,1
17963,75394,1
17964,9282,1
17968,35034,1
17970,10228,1
17972,75365,1
17974,35035,12
17975,13859,1
17976,75365,1
17979,35034,4
17979,35035,4
17981,75365,1
17984,35035,1
17985,48793,1
17985,49031,1
17985,49036,12
17986,50469,8
17987,39268,16
17988,72234,7
17988,72235,9
17988,72236,11
17988,72238,6
17989,72236,1
17992,72235,10
17994,6566,1
17995,20535,16
17995,20540,11
17995,20541,2
17995,20542,5
17995,20543,8
17995,20546,8
17995,36897,10
17995,88614,4
17995,88617,1
17996,20536,1
17998,34335,2
18000,86678,4
18000,86681,2
18001,49026,4
18002,48943,3
18003,19834,1
18003,60596,1
18003,90943,1
18004,12917,1
18004,43560,1
18004,45157,1
18004,83179,1
18004,90943,2
18005,50674,1
18005,83172,1
18006,13026,1
18007,7045,6
18007,36740,2
18009,21701,7
18009,50728,5
18010,5710,2
18010,6025,2
18010,6028,1
18010,6036,1
18010,8958,1
18010,9534,1
18010,10660,1
18010,21823,2
18010,27252,2
18010,34592,1
18010,63102,2
18010,80567,1
18010,83193,2
18010,83194,1
18010,83217,1
18010,91902,1
18011,7468,1
18012,50714,4
18013,12999,2
18014,9691,3
18014,36811,1
18015,5998,1
18015,12912,1
18015,21238,7
18015,21255,2
18016,36740,2
18017,62389,1
18018,19850,2
18018,21217,12
18018,21218,48
18018,26706,4
18018,26709,3
18018,26713,6
18018,26717,2
18018,36813,5
18018,42616,12
18018,42617,6
18018,42641,12
18018,42780,1
18018,42781,4
18018,42784,5
18018,43668,2
18018,43694,1
18018,46095,3
18018,46101,2
18018,48152,1
18018,48153,2
18018,50731,2
18018,50732,3
18018,61564,4
18018,61758,6
18018,62215,2
18018,62324,3
18018,72648,2
18018,72663,2
18018,78031,1
18018,83146,3
18019,21218,1
18020,21238,1
18021,64423,2
18022,60452,3
18028,29091,1
18028,70943,4
18029,29084,1
18029,29090,14
18029,29091,10
18029,29093,3
18029,43614,5
18029,70944,4
18029,86804,4
18031,17787,2
18031,29091,1
18031,29093,1
18031,47954,1
18032,15192,1
18032,18135,1
18033,8217,1
18036,15192,1
18036,18135,1
18037,8218,1
18038,15192,2
18038,18135,2
18040,21728,2
18041,6060,1
18041,6061,1
18042,6061,5
18042,6069,1
18043,50676,1
18044,48002,1
18046,7045,1
18046,88444,9
18047,64334,1
18047,78987,7
18048,6061,1
18049,6061,1
18049,21728,1
18050,6069,1
18051,47622,7
18052,9018,1
18053,18304,1
18054,6058,4
18054,45121,2
18054,48000,1
18054,62213,1
18055,45131,3
18057,36805,1
18057,47938,4
18057,78987,3
18058,7045,10
18058,7988,16
18058,74006,1
18060,64334,6
18061,6064,2
18061,21722,3
18062,6058,21
18062,6061,2
18062,6064,2
18062,16038,1
18062,16039,1
18062,17425,1
18062,21722,3
18062,45670,1
18062,45673,1
18062,47965,1
18062,56095,1
18062,57592,1
18062,85963,1
18062,90093,1
18062,90104,1
18063,6058,9
18064,64334,2
18064,64336,8
18065,6058,8
18066,21178,1
18067,6058,3
18068,26417,2
18068,30661,1
18068,45157,1
18068,65816,1
18069,6058,12
18069,16038,2
18069,80588,9
18070,6028,1
18070,6065,2
18070,12488,1
18070,21178,2
18070,21655,1
18070,47936,2
18070,47943,4
18070,47947,1
18070,49551,1
18070,57697,1
18070,64669,1
18070,65897,1
18070,67161,2
18070,74004,6
18070,74008,3
18070,80573,1
18070,80588,6
18070,85962,1
18070,90576,7
18070,90849,1
18070,92156,2
18071,6058,1
18071,47940,3
18071,48001,2
18071,50624,1
18071,53864,2
18071,80588,1
18072,43762,1
18073,47621,1
18074,6057,3
18074,33114,3
18074,45121,1
18074,64336,1
18075,21178,1
18075,53864,1
18076,6057,1
18076,12912,1
18077,12912,3
18077,65816,1
18077,80580,2
18078,73253,2
18079,47920,1
18079,48011,1
18080,6057,1
18080,9071,1
18080,23572,1
18080,23573,1
18080,23584,1
18082,9534,1
18082,39814,2
18082,56253,6
18083,12898,1
18083,61292,2
18083,79100,1
18084,6024,1
18084,26373,20
18084,34607,1
18084,65847,1
18084,72753,1
18084,79158,9
18086,9534,1
18086,21721,1
18086,21723,2
18086,24638,2
18086,39813,1
18086,39814,3
18086,43744,3
18086,49753,1
18086,50917,3
18086,51088,2
18086,56248,6
18086,56249,3
18086,56253,11
18086,56254,4
18086,59373,1
18086,63241,1
18086,83194,1
18086,91900,1
18087,17656,2
18087,39814,6
18087,56248,7
18087,56249,3
18087,56253,11
18087,57403,1
18087,57404,3
18087,57409,24
18087,57410,1
18087,61292,1
18087,83194,2
18088,61224,9
18088,81867,1
18089,50720,3
18090,6064,3
18090,47965,3
18092,50628,1
18093,26196,1
18094,12961,1
18094,24628,2
18094,45150,2
18094,50931,1
18094,56249,3
18094,61224,3
18094,61955,6
18094,62053,8
18094,62433,1
18094,63549,1
18094,68650,1
18095,45142,8
18095,61224,3
18096,24285,1
18096,78988,1
18097,12945,1
18097,57409,1
18099,47960,1
18099,50627,1
18100,50636,1
18101,6057,1
18101,6059,1
18101,6077,2
18101,11879,5
18101,21654,3
18101,21658,1
18101,21659,1
18102,6061,1
18102,80581,1
18102,81869,1
18103,15727,1
18103,50722,1
18103,56248,3
18103,57223,1
18103,61291,2
18103,61349,1
18105,14581,1
18105,16833,1
18105,86428,1
18106,6057,1
18106,6058,2
18106,12898,1
18106,14581,2
18106,50641,1
18108,21134,1
18108,21136,1
18108,25472,4
18108,25473,4
18110,63241,1
18110,86429,1
18111,69302,3
18113,80580,1
18113,89725,4
18113,89732,2
18114,36760,1
18114,47965,1
18116,25466,6
18117,21134,1
18117,64669,1
18118,50614,1
18119,12917,11
18119,80633,2
18120,48005,1
18120,50640,1
18121,39442,2
18122,47996,1
18124,12900,7
18124,12917,2
18124,13044,1
18124,57731,1
18125,12900,1
18125,13044,1
18125,57731,1
18126,45121,2
18128,25466,2
18129,25466,3
18129,86024,1
18132,57511,1
18132,57529,2
18132,57615,3
18134,20684,2
18135,18025,1
18135,18035,1
18135,18036,2
18135,18039,1
18135,18046,1
18136,18036,1
18137,45598,2
18137,45599,4
18138,23333,3
18138,26972,1
18138,80168,1
18139,16457,8
18140,54554,3
18141,17236,1
18142,23078,7
18144,17947,1
18144,23078,4
18145,17946,3
18147,17949,1
18149,17948,1
18149,17949,4
18150,4215,1
18150,4220,3
18150,4221,18
18150,58917,2
18151,886,1
18151,4216,15
18151,20587,16
18151,25683,3
18151,57841,1
18151,58793,2
18151,69196,1
18151,72184,4
18151,76850,1
18151,87209,4
18152,76276,1
18155,49547,1
18155,50872,1
18156,14800,1
18156,43577,1
18157,80914,6
18158,11899,6
18158,11980,18
18158,80696,32
18159,35395,16
18160,25096,1
18160,44044,1
18160,89504,1
18163,4215,8
18163,4220,4
18163,58897,2
18165,10474,1
18165,22322,4
18165,35402,16
18165,54870,1
18167,9932,1
18167,89455,2
18168,70819,13
18169,10474,1
18169,22322,2
18169,70618,2
18170,10471,9
18171,82753,1
18173,11899,2
18173,11980,27
18175,10475,1
18175,12367,3
18176,10484,1
18176,70628,1
18177,33847,1
18178,18239,1
18179,9932,1
18179,11038,1
18179,70880,1
18179,88984,2
18179,89461,2
18182,27379,1
18183,14696,1
18183,31094,1
18184,70880,1
18184,87209,1
18185,9066,1
18185,32388,1
18186,91671,1
18187,89265,1
18188,61286,1
18188,61558,1
18188,68751,1
18189,20640,4
18189,26276,5
18189,70819,2
18189,70820,1
18190,3010,1
18191,8440,2
18192,15713,5
18192,17899,1
18193,15713,3
18194,18631,2
18194,21635,2
18194,59899,22
18195,18630,1
18196,5792,1
18196,26205,1
18196,53472,1
18197,86038,1
18198,13220,1
18199,13220,1
18201,57714,2
18202,27472,1
18204,8961,1
18205,82615,1
18207,18527,1
18207,45348,10
18208,28125,1
18208,33803,2
18208,33804,1
18208,82562,1
18208,89291,1
18208,91474,6
18208,91726,1
18209,28090,1
18209,33815,3
18209,82585,2
18209,89313,1
18209,91473,7
18209,91726,2
18211,4142,2
18211,57262,20
18211,69186,1
18212,33626,3
18213,59883,1
18216,87189,1
18217,89368,1
18218,32388,1
18219,22139,1
18219,91474,1
18219,91725,1
18220,82568,1
18220,87141,1
18220,89293,1
18221,32855,1
18222,60202,11
18223,17307,1
18223,17311,1
18223,44139,1
18223,46966,1
18223,60118,4
18223,60343,1
18223,60388,1
18223,60438,4
18223,62669,1
18223,70877,1
18223,89003,1
18225,20674,1
18226,18631,7
18226,45371,18
18226,76015,10
18232,3333,3
18233,4142,1
18233,66789,1
18233,82076,1
18234,28101,1
18235,63184,1
18236,63154,1
18237,45327,2
18237,89365,6
18238,89504,1
18239,11021,1
18239,18177,2
18239,18532,2
18239,25683,1
18239,28125,8
18239,31329,1
18239,31337,1
18239,32522,1
18239,82609,2
18240,45074,2
18240,60101,2
18240,60360,3
18240,60632,5
18240,80050,2
18240,80052,1
18240,89320,1
18240,89328,1
18241,33768,1
18241,60101,1
18241,60129,2
18241,60266,4
18241,60360,5
18241,60578,6
18241,80061,4
18241,89291,1
18241,89323,2
18242,89345,1
18243,33843,1
18243,49105,3
18244,20611,1
18245,20611,2
18246,26140,1
18247,89368,1
18248,23771,1
18248,35415,1
18248,55096,2
18248,82609,1
18249,32744,1
18250,89345,2
18251,18906,2
18252,57601,2
18254,82701,1
18255,91695,1
18256,3169,2
18256,4474,1
18256,22010,1
18256,27298,1
18256,28101,1
18256,28140,2
18256,28149,1
18256,39113,2
18256,57601,1
18256,60572,2
18256,62728,1
18256,68888,1
18256,70898,1
18256,82609,3
18256,89300,1
18256,89361,1
18256,89392,1
18256,89424,2
18257,5972,1
18257,5973,1
18257,28081,1
18257,60024,2
18257,68890,1
18257,91670,1
18257,91689,1
18258,26140,6
18259,3166,2
18259,25098,2
18259,31338,2
18259,34223,1
18259,40087,30
18259,87286,3
18259,89346,1
18259,89347,2
18260,49222,1
18260,87216,1
18261,89362,2
18262,32804,2
18262,60005,1
18263,31338,1
18263,39168,1
18263,60005,3
18263,60024,1
18264,60209,1
18264,81880,1
18265,49097,2
18265,87306,2
18266,33691,1
18270,51010,2
18270,91845,2
18271,51003,1
18271,51011,1
18274,18900,8
18274,18904,1
18274,70825,10
18277,31312,2
18277,51198,1
18279,70846,6
18280,49105,1
18280,67323,1
18281,31327,3
18283,29201,1
18283,31295,1
18285,29221,1
18285,70846,1
18285,88145,2
18286,3169,1
18286,31317,2
18286,31319,1
18287,31327,1
18288,29206,1
18288,49105,1
18289,31267,1
18290,21784,1
18290,45190,1
18290,88296,1
18291,19731,1
18292,29038,1
18292,45187,1
18292,47720,2
18293,88993,1
18294,5740,1
18294,29206,1
18294,36491,1
18294,39758,2
18294,77783,1
18294,77794,1
18294,88314,1
18295,45181,1
18296,31100,2
18296,31132,1
18296,31149,1
18296,91850,1
18299,38346,1
18299,38347,1
18299,82579,1
18300,41683,1
18301,6154,1
18301,18283,1
18301,31290,2
18301,51147,2
18301,79519,1
18304,17425,1
18304,17426,6
18304,18053,1
18304,18062,2
18304,18066,1
18304,21163,1
18304,21164,1
18304,21207,3
18304,60759,1
18304,60947,1
18304,61178,1
18304,68789,1
18305,18070,1
18306,17426,1
18308,29110,3
18309,29110,1
18310,29110,1
18311,66530,7
18311,66533,9
18312,11974,1
18312,83180,1
18314,89146,1
18316,59372,1
18318,6709,1
18319,42363,1
18320,30661,2
18320,31002,4
18320,40222,1
18320,40224,1
18320,42363,1
18320,45110,1
18320,57709,20
18320,65765,4
18320,65910,1
18320,65953,1
18320,68668,4
18320,75915,1
18320,80662,1
18320,81274,1
18322,33161,1
18324,42722,3
18326,42722,3
18327,42723,1
18329,8372,1
18329,61883,2
18329,80660,1
18329,80889,1
18331,6175,3
18332,42723,1
18332,42724,2
18333,20733,7
18333,80894,1
18335,25057,1
18336,54146,1
18337,88743,6
18338,5007,8
18339,49818,2
18340,49032,15
18341,15413,2
18341,35203,7
18341,49279,1
18342,49280,2
18343,15474,1
18346,25478,1
18346,25479,8
18347,56500,1
18347,56505,1
18348,56498,1
18348,56503,1
18348,56504,1
18348,56505,1
18349,3235,10
18350,3235,1
18352,9931,1
18352,9932,3
18353,26284,1
18354,29234,1
18354,29238,3
18354,57401,1
18354,89119,1
18355,42634,1
18356,89116,1
18357,89126,1
18358,82609,1
18359,42634,1
18360,20683,1
18360,20747,1
18360,21881,2
18360,26183,3
18360,26218,1
18360,26264,1
18360,26876,1
18360,26889,1
18360,44062,1
18360,59487,1
18360,61035,1
18360,68228,1
18360,82674,1
18360,91186,1
18361,20661,1
18361,20731,1
18361,21882,1
18361,21963,1
18361,26200,3
18361,26275,1
18361,26871,1
18361,33551,1
18361,59487,1
18361,60844,1
18361,68226,1
18361,82607,1
18361,91189,1
18362,62260,2
18365,54203,1
18366,46993,2
18366,46996,1
18366,51387,1
18367,60993,1
18368,30737,2
18368,54836,1
18368,79496,1
18369,51384,1
18370,43356,1
18370,89126,1
18371,47014,1
18372,46996,1
18373,29839,10
18373,29842,5
18373,47014,1
18374,54185,1
18375,78899,1
18376,20683,1
18376,42721,8
18377,20759,1
18377,59460,1
18378,17216,3
18378,18896,3
18379,6184,1
18379,6190,2
18379,20720,1
18379,78899,1
18380,70735,1
18381,11020,1
18381,61328,1
18382,11999,7
18383,11015,1
18384,853,1
18384,3062,1
18384,3280,1
18384,8934,11
18384,11702,1
18384,20814,8
18384,26151,2
18384,29025,2
18384,40087,13
18384,43354,1
18384,43482,6
18384,46994,1
18384,53439,2
18384,61417,1
18384,61598,2
18384,68177,1
18384,68253,1
18384,75582,2
18384,80094,2
18385,26151,2
18385,57601,1
18385,68176,1
18385,68177,1
18385,68253,1
18386,11998,7
18386,29021,6
18386,36603,1
18386,39121,6
18387,3156,1
18387,20645,4
18387,20648,1
18387,20723,1
18387,20759,1
18387,20821,1
18387,26030,1
18387,32559,7
18387,32572,1
18387,60051,4
18387,60383,1
18387,87213,1
18388,44042,3
18388,44043,1
18388,45530,1
18389,9440,1
18389,17216,1
18389,18896,1
18389,18900,1
18389,18917,2
18389,26031,1
18389,26064,8
18389,26107,4
18389,26159,2
18389,42276,4
18389,45525,1
18389,62162,1
18389,62260,1
18389,68161,1
18389,73994,1
18389,87219,2
18390,62210,2
18393,62484,3
18394,10763,1
18394,26888,1
18394,42257,3
18394,42263,1
18394,49086,1
18394,58808,3
18394,58939,1
18394,58996,1
18394,60051,5
18394,87213,2
18394,87274,1
18395,33555,1
18395,79975,1
18397,40102,1
18397,40103,2
18398,54010,2
18399,43482,2
18400,20679,3
18400,47057,1
18401,20679,1
18402,53993,1
18403,2944,1
18403,11051,1
18405,89119,1
18406,54011,1
18407,66558,1
18407,73485,1
18409,91583,1
18411,68657,1
18411,91990,1
18412,89122,1
18413,45232,1
18414,4158,1
18414,10680,1
18414,80023,1
18415,42629,2
18415,79794,3
18416,73478,2
18422,10999,1
18422,39113,1
18422,47068,11
18422,49118,1
18422,53597,1
18422,89424,1
18426,26061,1
18426,26074,7
18427,2981,5
18427,3012,8
18427,3083,1
18427,25104,1
18427,47068,6
18427,47233,6
18427,47277,1
18427,47282,5
18428,53939,1
18428,54191,1
18429,53935,1
18430,89008,20
18432,32496,3
18433,4493,1
18434,30746,1
18434,30747,4
18434,30755,20
18434,30765,10
18434,33569,1
18434,33583,7
18434,33584,1
18434,68163,1
