origin,dest,count
45030,45137,20
45039,45315,8
45043,45147,2
45043,45155,1
45043,45302,3
45047,45137,18
45050,45137,5
45050,45224,10
45069,45147,4
45069,45234,6
45075,45302,6
45082,45147,1
45082,45208,1
45082,45234,7
45082,45302,2
45082,77487,1
45089,45290,8
45089,45302,7
45089,76451,1
45095,45137,9
45095,45224,6
45119,45137,9
45119,45252,4
45122,45187,6
45122,77305,6
45122,77482,1
45132,45137,13
45137,45018,9
45137,45021,15
45137,45025,11
45137,45030,19
45137,45047,10
45137,45050,5
45137,45095,8
45137,45119,12
45137,45132,9
45137,45157,7
45137,45234,7
45137,45252,101
45137,45260,17
45137,45284,4
45137,77060,1
45137,92022,1
45147,28085,1
45147,45043,2
45147,45224,19
45147,45302,2
45155,45187,1
45155,45208,13
45155,45234,1
45155,45315,2
45157,45137,6
45187,45122,6
45191,75056,28
45191,77333,7
45191,91047,4
45191,91174,1
45191,91228,19
45195,45224,1
45195,45252,7
45203,41018,4
45203,45028,23
45203,45203,16
45203,45232,2
45203,45234,1
45203,45302,5
45208,45147,1
45208,45155,10
45208,45315,7
45208,51454,1
45208,63430,1
45208,77333,4
45224,37261,1
45224,45050,10
45224,45095,6
45224,45147,17
45224,45195,1
45224,45234,16
45224,45252,18
45226,45315,14
45232,41018,2
45232,45203,1
45232,45284,1
45232,45315,7
45232,91286,1
45234,28085,3
45234,41018,6
45234,41047,1
45234,45028,20
45234,45069,10
45234,45082,11
45234,45137,7
45234,45203,4
45234,45224,13
45234,45232,3
45234,45284,34
45234,45302,12
45234,45315,5
45234,75056,1
45234,82121,1
45234,91692,1
45244,45290,15
45252,45025,1
45252,45119,3
45252,45137,96
45252,45195,7
45252,45224,17
45252,91223,9
45252,94065,1
45260,45137,13
45280,45315,16
45284,45082,1
45284,45137,4
45284,45234,13
45284,45302,1
45285,41018,1
45285,45313,7
45286,45315,13
45286,45338,1
45290,45234,2
45290,45244,8
45290,45315,5
45302,41018,6
45302,45028,1
45302,45043,7
45302,45075,6
45302,45082,1
45302,45142,5
45302,45147,2
45302,45203,5
45302,45234,12
45302,91377,2
45310,91223,13
45313,45234,8
45315,45155,3
45315,45226,14
45315,45232,4
45315,45234,5
45315,45280,18
45315,45286,12
45315,45290,5
45315,45338,13
46309,24520,6
47001,47081,7
47001,47215,6
47001,47323,20
47001,75056,1
47081,47001,6
47147,47157,38
47157,47147,35
47157,47157,34
47225,47001,11
47323,47001,23
48080,48095,6
48092,48095,11
48095,48080,7
48095,48092,8
49003,49007,8
49003,49020,1
49003,49050,2
49003,49125,6
49003,49129,1
49007,14118,1
49007,17299,1
49007,31555,1
49007,35288,1
49007,35352,1
49007,37099,2
49007,37122,1
49007,41198,3
49007,44003,10
49007,44020,3
49007,44026,20
49007,44048,2
49007,44055,3
49007,44069,2
49007,44109,23
49007,44110,1
49007,44114,14
49007,44117,1
49007,44131,1
49007,44132,1
49007,44143,3
49007,44150,1
49007,44154,1
49007,44162,22
49007,44184,1
49007,44190,1
49007,44210,7
49007,44213,1
49007,49003,6
49007,49007,310
49007,49008,2
49007,49015,33
49007,49018,44
49007,49020,97
49007,49021,23
49007,49022,2
49007,49023,13
49007,49026,10
49007,49035,16
49007,49048,13
49007,49050,23
49007,49054,24
49007,49055,8
49007,49063,52
49007,49064,12
49007,49068,13
49007,49080,83
49007,49086,8
49007,49092,57
49007,49099,217
49007,49109,1
49007,49110,1
49007,49123,2
49007,49125,22
49007,49127,37
49007,49129,36
49007,49132,8
49007,49135,25
49007,49155,16
49007,49160,14
49007,49163,2
49007,49167,6
49007,49176,79
49007,49178,1
49007,49180,22
49007,49183,12
49007,49188,18
49007,49194,14
49007,49200,124
49007,49201,16
49007,49211,13
49007,49214,32
49007,49215,3
49007,49218,41
49007,49222,1
49007,49223,9
49007,49231,12
49007,49241,20
49007,49244,14
49007,49246,37
49007,49247,4
49007,49248,1
49007,49257,1
49007,49261,7
49007,49267,26
49007,49271,3
49007,49278,7
49007,49283,23
49007,49284,8
49007,49292,3
49007,49294,2
49007,49298,6
49007,49301,1
49007,49306,3
49007,49307,82
49007,49308,3
49007,49323,59
49007,49326,2
49007,49328,47
49007,49330,17
49007,49331,114
49007,49332,2
49007,49333,32
49007,49345,4
49007,49347,24
49007,49353,67
49007,49355,1
49007,49367,13
49007,49374,1
49007,49377,64
49007,53002,1
49007,53003,1
49007,53054,1
49007,53062,92
49007,53084,2
49007,53130,20
49007,53137,2
49007,53150,10
49007,53157,1
49007,53229,1
49007,53247,1
49007,72022,7
49007,72154,10
49007,72167,15
49007,72181,104
49007,72244,17
49007,72264,1
49007,72320,2
49007,72328,1
49007,75056,2
49007,78490,2
49007,78621,3
49007,79329,1
49007,85008,1
49007,85012,1
49007,85035,1
49007,85084,2
49007,85146,2
49007,85151,1
49007,85163,1
49007,85191,1
49007,85194,4
49007,85226,1
49007,85234,1
49007,85240,5
49007,85295,2
49007,85302,1
49007,94077,1
49008,44003,3
49008,44012,3
49008,44036,4
49008,44162,1
49008,44180,4
49008,44213,2
49008,49007,8
49008,49020,2
49008,49035,1
49008,49054,5
49008,49215,1
49008,49331,4
49008,53186,2
49012,49323,6
49015,35288,1
49015,44020,1
49015,44026,3
49015,44109,6
49015,44114,1
49015,44172,1
49015,49007,31
49015,49020,1
49015,49064,4
49015,49080,6
49015,49129,1
49015,49135,4
49015,49176,19
49015,49200,23
49015,49246,1
49015,49267,6
49015,49292,2
49015,49307,1
49015,49330,1
49015,49331,18
49015,53062,11
49015,53130,7
49015,72181,17
49015,86158,1
49018,37261,1
49018,44131,1
49018,49007,58
49018,49020,2
49018,49021,1
49018,49048,1
49018,49127,1
49018,49194,8
49018,49328,3
49018,49333,9
49018,49353,1
49018,72080,2
49018,72154,9
49020,44003,11
49020,44026,12
49020,44109,27
49020,44110,1
49020,44132,1
49020,44162,16
49020,44172,1
49020,44190,1
49020,49007,81
49020,49008,3
49020,49015,1
49020,49018,2
49020,49020,1
49020,49023,1
49020,49026,19
49020,49035,2
49020,49048,3
49020,49063,7
49020,49064,28
49020,49068,1
49020,49080,27
49020,49092,3
49020,49110,1
49020,49125,7
49020,49129,1
49020,49176,31
49020,49183,4
49020,49214,5
49020,49218,1
49020,49241,3
49020,49244,7
49020,49246,4
49020,49248,5
49020,49257,1
49020,49267,2
49020,49283,3
49020,49292,1
49020,49294,1
49020,49298,3
49020,49306,1
49020,49307,2
49020,49323,5
49020,49328,6
49020,49330,1
49020,49331,28
49020,49333,10
49020,49347,8
49020,49353,6
49020,49374,2
49020,49377,1
49020,53054,1
49020,53062,1
49020,53130,1
49020,53140,1
49020,53262,3
49020,85035,1
49020,85109,1
49021,49007,29
49021,49018,2
49021,49021,2
49021,49125,1
49021,49135,6
49021,49194,3
49021,49244,1
49021,49267,13
49021,49307,8
49021,49347,1
49021,49353,1
49021,49378,1
49022,49007,2
49022,49092,6
49022,49194,1
49022,49223,1
49022,49246,2
49022,49267,1
49022,49278,4
49022,85194,1
49023,44020,1
49023,44172,4
49023,44212,1
49023,49007,18
49023,49015,1
49023,49023,6
49023,49063,1
49023,49092,4
49023,49099,73
49023,49218,18
49023,49244,1
49023,49271,1
49023,49299,2
49023,49301,3
49023,49307,1
49023,85194,5
49023,85226,2
49023,85234,3
49023,85238,1
49026,49007,12
49026,49020,21
49026,49035,1
49026,49063,1
49026,49080,1
49026,49163,1
49026,49244,1
49026,49298,2
49035,49007,15
49035,49020,5
49035,49026,2
49035,49035,11
49035,49125,1
49035,49200,1
49035,49214,1
49035,49246,1
49035,49267,1
49035,49307,12
49035,49323,2
49035,85194,1
49041,49007,1
49041,49041,3
49041,49215,2
49041,49328,5
49048,49007,14
49048,49020,4
49048,49080,3
49048,49214,1
49048,49223,2
49048,49241,1
49048,49244,1
49048,49246,3
49048,49261,2
49048,49323,2
49048,49333,1
49048,49353,9
49048,85082,1
49050,49007,17
49050,49035,1
49050,49125,5
49050,49129,6
49050,49180,16
49050,49194,19
49050,49200,1
49050,49246,1
49050,49261,4
49050,49278,5
49050,49307,1
49050,79049,2
49054,44213,1
49054,49007,20
49054,49008,3
49054,49367,1
49055,44154,1
49055,49007,7
49055,49015,1
49055,49080,2
49055,49214,1
49055,49222,1
49055,49257,1
49055,49278,1
49057,49323,6
49058,49099,10
49058,49373,4
49058,79079,12
49060,49007,1
49060,49328,6
49060,49371,2
49061,49331,16
49063,49007,51
49063,49020,9
49063,49026,1
49063,49063,1
49063,49092,27
49063,49167,1
49063,49244,4
49063,85163,2
49064,49007,8
49064,49015,3
49064,49020,26
49064,49214,1
49068,49007,3
49068,49026,1
49068,49092,1
49068,49160,1
49068,49306,1
49069,44003,4
49069,44084,2
49069,44165,8
49069,49007,2
49069,49218,9
49069,49278,1
49080,17059,1
49080,44109,1
49080,44182,1
49080,44213,1
49080,49007,103
49080,49015,8
49080,49020,37
49080,49026,1
49080,49048,2
49080,49055,3
49080,49080,1
49080,49090,1
49080,49099,1
49080,49132,1
49080,49135,3
49080,49176,5
49080,49215,6
49080,49218,1
49080,49220,17
49080,49244,1
49080,49246,3
49080,49267,3
49080,49307,1
49080,49323,8
49080,49328,1
49080,49331,4
49080,49333,17
49080,49347,2
49080,49353,1
49080,49367,5
49080,49377,4
49080,53062,1
49080,72154,2
49086,44223,1
49086,49007,10
49086,49211,9
49086,49308,1
49086,49331,3
49086,49353,2
49090,49007,2
49090,49246,1
49090,49267,3
49090,49323,1
49090,49377,5
49090,53077,1
49092,49007,57
49092,49020,2
49092,49022,10
49092,49023,4
49092,49063,29
49092,49068,1
49092,49092,55
49092,49099,18
49092,49192,16
49092,49211,4
49092,49223,12
49092,49244,48
49092,49246,2
49092,49267,5
49092,49283,2
49092,49292,1
49092,49298,1
49092,49308,1
49092,49323,61
49092,49353,12
49092,49355,8
49092,53062,2
49092,53147,2
49092,72181,3
49092,85017,1
49092,85240,1
49099,12202,1
49099,17291,2
49099,37261,2
49099,44009,161
49099,44020,7
49099,44026,11
49099,44109,51
49099,44143,1
49099,44162,6
49099,44165,8
49099,44190,1
49099,44194,2
49099,44212,22
49099,44213,4
49099,49007,199
49099,49015,1
49099,49023,64
49099,49058,11
49099,49080,3
49099,49092,12
49099,49099,1
49099,49192,27
49099,49218,28
49099,49223,8
49099,49246,39
49099,49267,1
49099,49301,105
49099,49308,117
49099,49332,17
49099,49353,3
49099,49371,10
49099,49377,1
49099,79049,15
49099,79080,5
49099,85022,1
49099,85039,3
49099,85047,1
49099,85082,72
49099,85084,10
49099,85090,2
49099,85097,1
49099,85109,49
49099,85119,13
49099,85146,4
49099,85151,6
49099,85191,14
49099,85194,2
49099,85238,8
49099,85243,2
49099,85294,2
49099,85302,2
49109,49323,14
49109,49328,1
49110,49007,5
49110,49020,1
49110,49127,6
49110,49323,2
49110,49328,1
49110,49377,2
49123,49007,1
49123,49211,3
49123,49261,7
49123,49328,6
49125,49003,8
49125,49007,20
49125,49020,9
49125,49050,5
49125,49125,2
49125,49180,2
49125,49211,42
49125,49218,1
49125,49244,1
49125,49261,2
49125,49323,15
49125,49328,4
49125,85008,1
49125,85194,1
49127,49007,31
49127,49110,8
49127,49129,1
49127,49323,2
49127,49331,1
49127,49333,16
49129,49007,44
49129,49050,6
49129,49080,1
49129,49109,2
49129,49129,6
49129,49155,10
49129,49176,5
49129,49200,4
49129,49215,3
49129,49246,4
49129,49257,2
49129,49267,16
49129,49323,5
49129,49353,6
49129,56002,1
49129,72154,1
49129,79049,1
49132,49007,11
49132,49020,1
49132,49069,1
49132,49347,1
49132,72154,1
49135,44049,2
49135,49007,17
49135,49015,7
49135,49021,6
49135,49080,3
49135,49125,1
49135,49155,1
49135,49214,3
49135,49246,1
49135,49306,1
49135,49353,3
49135,49377,1
49138,49007,1
49138,49015,1
49138,49099,1
49138,49180,3
49138,49307,1
49155,49007,18
49155,49015,1
49155,49020,5
49155,49064,1
49155,49129,9
49155,49135,1
49155,49176,2
49155,49183,2
49155,49323,2
49155,53062,16
49160,44109,3
49160,49007,13
49160,49284,1
49160,49347,1
49163,44131,1
49163,49026,1
49163,49307,3
49163,49330,1
49163,49333,6
49167,49007,8
49167,49020,2
49167,49063,8
49167,49200,5
49167,49331,1
49167,49353,2
49167,79329,1
49176,49007,84
49176,49008,1
49176,49015,24
49176,49020,33
49176,49035,2
49176,49054,2
49176,49080,4
49176,49129,2
49176,49155,2
49176,49167,2
49176,49200,20
49176,49248,10
49176,49267,7
49176,49323,4
49176,49331,16
49176,49347,3
49176,49353,3
49176,49367,3
49176,49377,1
49176,53062,22
49176,85194,1
49178,49007,2
49178,49008,1
49178,49267,1
49178,49323,5
49178,49331,13
49180,49007,22
49180,49050,14
49180,49123,1
49180,49125,1
49180,49194,3
49180,49223,5
49180,49246,2
49180,49267,12
49180,49307,3
49180,49328,9
49180,49378,1
49183,49007,15
49183,49008,1
49183,49015,2
49183,49020,7
49183,49026,1
49183,49092,1
49183,49271,1
49183,49306,3
49183,49353,2
49183,49377,2
49183,85295,1
49188,49007,13
49188,49020,1
49192,49092,16
49192,49099,31
49192,49301,1
49192,85022,2
49192,85238,1
49194,49007,15
49194,49018,1
49194,49021,2
49194,49022,1
49194,49050,19
49194,49176,1
49194,49267,2
49194,49307,8
49194,49347,2
49194,49353,2
49194,72181,1
49200,44020,9
49200,44026,1
49200,44109,2
49200,49007,128
49200,49015,24
49200,49020,3
49200,49035,1
49200,49050,1
49200,49099,1
49200,49129,1
49200,49167,3
49200,49176,9
49200,49214,1
49200,49267,14
49200,49307,1
49200,49331,7
49200,49353,9
49200,49367,14
49200,53062,4
49200,53084,2
49200,53089,4
49201,49007,7
49201,49246,29
49201,49278,3
49201,49328,3
49201,49353,4
49211,49007,14
49211,49020,1
49211,49086,11
49211,49092,4
49211,49123,3
49211,49125,46
49211,49292,10
49211,49308,11
49211,49323,51
49211,49353,4
49211,49373,20
49214,44020,1
49214,44162,1
49214,49007,40
49214,49015,2
49214,49020,9
49214,49035,1
49214,49048,1
49214,49055,5
49214,49080,2
49214,49129,1
49214,49135,3
49214,49200,5
49214,49214,1
49214,49223,2
49214,49246,1
49214,49271,1
49214,49294,1
49214,49331,2
49214,49347,1
49214,49353,1
49214,49367,12
49214,85226,2
49215,49007,2
49215,49008,1
49215,49080,3
49215,49125,1
49215,49129,1
49215,49328,5
49216,49007,1
49216,49021,1
49216,49127,1
49216,49241,2
49216,49323,3
49216,49333,1
49216,49377,1
49216,85243,1
49218,44003,11
49218,44009,51
49218,44071,1
49218,44084,1
49218,44109,27
49218,44172,1
49218,44190,6
49218,44212,37
49218,44215,7
49218,49007,39
49218,49015,1
49218,49023,14
49218,49069,9
49218,49099,19
49218,49125,1
49218,49244,3
49218,49267,1
49218,49301,10
49218,49353,1
49220,49080,7
49220,53089,17
49220,72084,17
49222,49007,1
49222,49099,1
49222,49223,6
49222,49246,2
49222,49267,2
49222,49353,8
49222,85191,1
49223,49007,4
49223,49022,5
49223,49035,1
49223,49048,2
49223,49050,1
49223,49092,9
49223,49099,13
49223,49180,1
49223,49214,2
49223,49222,4
49223,49246,1
49223,49278,1
49223,49307,4
49223,49353,1
49223,49355,1
49223,85294,1
49231,49007,13
49231,49099,1
49231,49307,1
49231,49328,1
49241,44109,1
49241,49007,22
49241,49015,1
49241,49020,2
49241,49167,1
49241,49231,1
49241,49246,3
49241,49267,5
49241,49307,25
49241,49323,8
49241,49353,1
49241,49377,4
49241,53130,1
49244,44003,2
49244,44143,2
49244,49007,14
49244,49020,6
49244,49023,1
49244,49048,2
49244,49063,2
49244,49080,1
49244,49092,49
49244,49125,1
49244,49194,2
49244,49218,6
49244,76636,3
49244,85194,1
49246,35238,3
49246,44210,18
49246,49007,48
49246,49015,2
49246,49018,1
49246,49020,4
49246,49021,1
49246,49022,6
49246,49035,2
49246,49048,1
49246,49050,2
49246,49080,3
49246,49090,1
49246,49092,4
49246,49099,40
49246,49176,1
49246,49180,2
49246,49201,29
49246,49214,3
49246,49222,1
49246,49223,3
49246,49244,1
49246,49246,9
49246,49261,12
49246,49267,44
49246,49307,22
49246,49308,4
49246,49323,1
49246,49333,3
49246,49345,2
49246,49353,15
49246,53130,2
49246,53147,1
49246,72181,15
49246,72320,3
49246,85240,1
49247,49007,6
49247,49035,1
49247,49267,1
49247,49307,1
49247,85254,1
49248,35238,6
49248,44026,3
49248,44036,6
49248,44204,1
49248,49007,2
49248,49015,3
49248,49018,1
49248,49020,1
49248,49155,2
49248,49176,12
49248,49200,1
49248,49248,1
49248,49331,23
49248,53062,7
49248,53186,32
49257,49007,3
49257,49055,1
49257,49129,2
49257,49326,1
49257,49333,2
49261,49007,5
49261,49021,1
49261,49048,3
49261,49050,5
49261,49123,8
49261,49246,8
49261,49261,3
49261,49307,2
49261,49328,12
49261,49369,2
49261,49377,2
49261,72260,3
49267,49007,23
49267,49018,2
49267,49021,11
49267,49022,2
49267,49048,1
49267,49050,1
49267,49090,2
49267,49125,1
49267,49129,14
49267,49176,9
49267,49178,1
49267,49180,12
49267,49183,1
49267,49194,4
49267,49200,14
49267,49214,1
49267,49218,2
49267,49222,2
49267,49241,3
49267,49246,27
49267,49247,1
49267,49267,1
49267,49298,1
49267,49307,9
49267,49323,2
49267,49326,2
49267,49331,6
49267,49345,1
49267,49347,1
49267,49353,2
49267,49377,3
49267,53062,1
49267,53130,2
49267,72154,8
49267,75056,1
49267,79329,1
49267,85084,2
49267,85288,1
49267,92049,1
49271,49007,2
49271,49176,2
49271,49331,6
49278,44109,1
49278,49007,8
49278,49022,1
49278,49050,4
49278,49055,1
49278,49069,1
49278,49160,1
49278,49201,2
49278,49223,3
49278,49283,15
49278,49307,2
49278,49377,1
49283,49007,37
49283,49020,3
49283,49026,1
49283,49092,3
49283,49099,1
49283,49167,5
49283,49244,3
49283,49246,1
49283,49278,10
49283,72154,1
49284,44020,1
49284,44204,1
49284,49007,12
49284,49063,1
49284,49246,1
49284,49298,15
49284,85240,1
49292,44015,1
49292,49007,5
49292,49092,1
49292,49211,10
49292,49333,2
49292,53062,1
49292,53130,1
49298,44109,2
49298,49007,11
49298,49020,4
49298,49026,1
49298,49092,2
49298,49284,17
49298,49294,1
49298,49298,29
49298,49306,3
49298,49331,1
49298,49353,1
49298,53140,14
49298,85240,2
49299,49023,1
49299,79049,1
49299,79202,3
49299,85151,2
49299,85302,7
49301,17300,1
49301,44009,18
49301,44020,1
49301,44026,10
49301,44109,42
49301,44162,1
49301,44165,28
49301,44215,3
49301,49007,1
49301,49023,3
49301,49092,1
49301,49099,94
49301,49192,4
49301,49218,10
49301,49332,2
49301,49373,2
49301,85076,8
49301,85082,6
49301,85109,7
49301,85146,8
49301,85238,1
49306,49007,2
49306,49020,2
49306,49048,1
49306,49110,1
49306,49129,1
49306,49183,3
49306,49244,1
49306,49298,3
49306,49331,1
49306,49355,3
49306,85156,1
49307,37072,2
49307,37261,2
49307,44136,1
49307,44213,1
49307,49007,96
49307,49015,1
49307,49018,3
49307,49020,4
49307,49021,6
49307,49023,1
49307,49026,1
49307,49035,10
49307,49050,2
49307,49080,2
49307,49163,4
49307,49167,2
49307,49180,3
49307,49194,6
49307,49200,1
49307,49214,1
49307,49223,1
49307,49241,11
49307,49246,19
49307,49267,8
49307,49278,1
49307,49307,50
49307,49333,1
49307,49353,14
49307,49377,2
49307,76738,1
49307,79080,1
49307,85090,1
49307,85194,1
49307,85302,2
49307,86177,2
49308,49007,2
49308,49050,2
49308,49092,6
49308,49099,117
49308,49180,4
49308,49211,12
49308,49223,1
49308,49246,1
49323,37261,2
49323,44026,3
49323,44110,3
49323,44182,1
49323,49007,67
49323,49020,1
49323,49048,2
49323,49080,5
49323,49090,1
49323,49092,40
49323,49109,12
49323,49127,2
49323,49129,1
49323,49155,3
49323,49211,57
49323,49241,3
49323,49267,3
49323,49323,13
49323,49331,27
49323,49333,7
49323,49347,1
49323,49353,2
49323,49373,130
49323,49377,11
49323,53062,1
49323,72346,1
49323,75056,3
49323,85109,1
49323,85191,2
49323,85194,1
49323,85238,3
49323,86194,1
49326,35206,1
49326,49007,5
49328,37011,4
49328,49007,39
49328,49018,1
49328,49020,9
49328,49035,1
49328,49041,5
49328,49060,10
49328,49099,1
49328,49123,11
49328,49125,1
49328,49180,5
49328,49201,4
49328,49215,7
49328,49222,1
49328,49261,11
49328,49328,82
49328,49373,12
49328,49374,1
49328,49378,1
49328,79329,3
49328,85194,1
49328,85234,1
49328,89024,1
49330,49007,20
49330,49015,2
49330,49176,1
49330,49214,1
49330,49333,1
49331,44114,2
49331,49007,110
49331,49008,4
49331,49015,18
49331,49020,26
49331,49061,24
49331,49080,5
49331,49099,1
49331,49155,1
49331,49176,9
49331,49178,4
49331,49183,1
49331,49200,10
49331,49214,3
49331,49248,20
49331,49267,4
49331,49271,6
49331,49323,21
49331,49331,33
49331,49367,2
49331,53062,38
49331,53084,3
49331,53104,1
49331,53130,5
49331,53193,1
49332,44009,1
49332,44032,5
49332,44109,14
49332,44190,1
49332,44212,18
49332,85051,2
49332,85194,1
49332,85302,4
49333,49007,25
49333,49018,5
49333,49020,21
49333,49048,1
49333,49080,15
49333,49090,2
49333,49127,18
49333,49129,1
49333,49163,6
49333,49244,1
49333,49246,3
49333,49257,1
49333,49292,1
49333,49323,4
49333,49347,2
49333,49353,1
49333,49377,22
49333,53226,1
49333,72181,1
49333,85238,1
49345,49007,10
49345,49246,1
49345,49278,1
49347,44003,1
49347,49007,36
49347,49018,1
49347,49020,9
49347,49021,3
49347,49048,1
49347,49129,2
49347,49176,1
49347,49194,2
49347,49214,1
49347,49257,1
49347,49307,1
49347,49377,1
49347,53110,1
49347,72154,1
49353,17300,1
49353,49007,70
49353,49015,1
49353,49020,2
49353,49048,9
49353,49086,3
49353,49092,16
49353,49099,4
49353,49129,4
49353,49176,1
49353,49180,1
49353,49183,2
49353,49200,10
49353,49201,4
49353,49211,5
49353,49222,3
49353,49223,1
49353,49241,4
49353,49246,1
49353,49261,4
49353,49267,2
49353,49278,6
49353,49307,2
49353,49323,1
49353,49326,1
49353,49333,1
49353,49347,1
49353,49353,4
49353,49355,17
49353,49367,1
49353,49377,2
49353,49378,1
49353,72154,2
49353,85047,1
49353,85222,1
49353,85234,1
49355,49007,4
49355,49018,1
49355,49092,8
49355,49099,9
49355,49353,12
49367,49007,12
49367,49020,1
49367,49054,1
49367,49080,3
49367,49176,1
49367,49200,17
49367,49214,25
49367,49331,2
49367,49353,1
49369,37011,6
49369,49261,1
49371,49060,1
49371,49099,11
49373,49041,2
49373,49058,4
49373,49099,1
49373,49123,4
49373,49211,21
49373,49267,9
49373,49323,78
49373,49328,9
49374,49007,2
49374,49378,4
49377,37261,1
49377,44109,2
49377,44131,2
49377,49007,65
49377,49015,1
49377,49018,1
49377,49020,4
49377,49090,5
49377,49092,2
49377,49099,1
49377,49110,2
49377,49125,1
49377,49135,1
49377,49167,1
49377,49183,2
49377,49241,3
49377,49246,4
49377,49267,1
49377,49278,1
49377,49298,1
49377,49307,1
49377,49323,11
49377,49331,1
49377,49333,26
49377,49347,2
49377,49353,4
49377,49377,13
49377,53077,1
49377,53119,1
49377,72154,1
49377,85226,2
49377,86194,1
49377,93073,2
49378,49007,1
49378,49021,1
49378,49328,2
49378,49353,1
49378,49374,3
50002,50147,6
50002,50409,2
50002,50502,19
50002,93027,1
50025,14047,2
50025,35238,1
50025,50147,2
50025,50168,2
50025,50185,11
50025,50218,1
50025,50639,1
50025,76640,2
50041,50129,11
50042,50543,11
50042,50639,1
50076,50502,8
50076,76005,2
50093,50502,28
50095,50502,11
50098,50502,10
50099,14118,1
50099,14762,1
50099,50129,3
50099,50502,15
50099,76540,1
50129,33063,1
50129,50041,22
50129,50099,1
50129,50502,5
50129,76108,1
50139,50444,1
50139,50502,4
50139,76540,2
50147,50002,1
50147,50025,1
50147,50292,12
50147,50502,2
50168,35243,1
50168,35253,27
50168,35288,1
50168,50025,2
50185,14738,10
50185,50025,14
50218,50025,2
50218,50185,1
50218,50188,4
50218,50639,1
50292,50147,19
50292,50502,26
50352,50502,8
50353,50639,4
50408,35115,1
50408,50353,5
50444,50502,20
50483,50502,10
50502,14047,2
50502,14061,2
50502,14101,4
50502,14118,1
50502,14228,1
50502,14738,5
50502,14762,4
50502,50002,16
50502,50076,8
50502,50093,20
50502,50095,8
50502,50099,8
50502,50129,4
50502,50139,15
50502,50147,10
50502,50292,27
50502,50297,8
50502,50409,11
50502,50444,21
50502,50502,5
50502,50601,15
50502,50639,3
50543,35238,4
50543,35278,1
50543,50042,12
50601,14118,2
50601,50502,16
50615,50129,3
50615,50502,1
50615,76540,2
50639,14118,1
50639,50025,1
50639,50353,12
50639,50502,3
51058,51230,3
51058,51454,12
51108,51058,1
51108,51454,116
51108,51627,6
51108,51649,9
51108,51662,22
51210,51454,7
51230,51346,18
51230,51454,82
51230,77337,6
51312,51454,17
51346,51230,6
51454,10081,1
51454,10297,1
51454,2168,78
51454,2408,4
51454,2722,13
51454,2781,10
51454,51058,40
51454,51108,129
51454,51210,20
51454,51230,98
51454,51504,24
51454,51506,13
51454,51649,3
51454,57463,1
51454,77169,1
51454,77437,2
51454,8053,1
51454,8105,14
51454,8180,1
51454,8362,2
51454,8435,4
51454,93051,2
51504,51454,29
51506,51058,2
51506,51454,13
51507,51108,11
51559,51108,2
51559,51454,6
51573,51506,3
5164,5061,10
51649,51108,5
51649,51454,1
51649,51504,4
51662,51108,22
52121,52269,11
52269,21231,1
52269,52121,8
52448,51108,2
52448,55029,4
52449,52121,8
53001,53119,1
53001,53130,4
53001,53140,1
53003,53130,2
53003,53147,18
53005,53130,34
53005,53140,6
53005,76540,1
53007,53054,24
53007,53094,1
53007,53130,27
53011,44180,1
53011,53130,3
53011,53140,2
53015,53130,3
53015,53140,1
53015,53182,2
53015,53201,2
53023,53130,7
53034,53054,2
53034,53119,1
53034,53130,16
53034,53140,13
53034,53141,2
53034,53147,3
53034,53152,4
53034,53157,1
53034,53262,3
53039,35360,18
53039,53054,13
53039,53130,1
53039,53247,1
53039,53262,2
53040,35105,11
53040,35360,5
53040,72181,1
53045,35360,5
53045,53201,2
53049,53054,21
53054,35015,1
53054,35068,6
53054,35087,1
53054,35109,1
53054,53007,15
53054,53034,5
53054,53039,12
53054,53049,14
53054,53054,8
53054,53062,10
53054,53097,3
53054,53103,3
53054,53117,10
53054,53130,137
53054,53132,1
53054,53137,1
53054,53141,5
53054,53145,2
53054,53146,8
53054,53147,23
53054,53169,15
53054,53170,1
53054,53201,7
53054,53226,12
53054,53229,2
53054,53243,12
53054,53247,12
53054,53273,12
53054,72181,3
53055,53107,9
53055,53147,17
53061,53130,1
53061,53140,17
53062,44015,1
53062,44055,3
53062,44114,4
53062,44129,1
53062,44154,1
53062,49007,99
53062,49015,11
53062,49020,2
53062,49155,8
53062,49176,27
53062,49200,5
53062,49248,10
53062,49267,1
53062,49323,1
53062,49331,43
53062,49333,1
53062,49353,1
53062,53054,7
53062,53062,56
53062,53084,4
53062,53094,13
53062,53104,1
53062,53119,8
53062,53130,127
53062,53147,3
53062,53168,6
53062,53186,17
53062,53188,27
53062,53201,3
53062,53262,3
53062,64445,1
53062,72146,1
53062,72181,1
53062,72264,2
53062,85089,2
53077,49015,2
53077,53005,1
53077,53084,5
53077,53130,3
53077,53157,4
53084,35338,1
53084,35360,1
53084,49007,2
53084,49331,1
53084,53054,1
53084,53062,14
53084,53094,1
53084,53130,18
53084,53147,1
53084,85294,1
53088,35125,11
53088,35360,10
53089,49200,4
53089,49220,19
53094,49332,1
53094,53007,1
53094,53062,13
53094,53084,1
53094,53094,2
53094,53130,9
53094,53186,1
53096,35015,1
53096,35115,12
53096,53005,1
53096,53096,1
53096,53130,49
53096,53147,1
53096,53201,1
53097,35038,1
53097,35217,1
53097,53043,12
53097,53054,8
53097,53130,15
