origin,dest,count
77268,77053,4
77268,77058,10
77268,77085,3
77268,77111,12
77268,77114,2
77268,77118,1
77268,77121,3
77268,77124,1
77268,77132,19
77268,77169,1
77268,77171,2
77268,77181,3
77268,77192,1
77268,77243,5
77268,77251,1
77268,77268,1
77268,77284,3
77268,77307,3
77268,77320,4
77268,77330,2
77268,77373,3
77268,77382,1
77268,77384,1
77268,77413,1
77268,77449,11
77268,77468,6
77268,77513,5
77268,91174,1
77268,93050,1
77268,93051,40
77268,93073,11
77268,94017,1
77268,94028,2
77268,94034,4
77268,94041,1
77268,94052,1
77268,94054,4
77268,94080,1
77268,94081,6
77268,95527,4
77268,95585,1
77269,75056,3
77269,77305,4
77269,77407,1
77269,77412,1
77273,77284,5
77273,93051,2
77276,77008,1
77276,77018,7
77276,77083,1
77276,77128,1
77276,77132,1
77276,77142,1
77276,77231,1
77276,77284,1
77276,77330,1
77276,77382,3
77276,77449,2
77276,95063,1
77279,77133,11
77279,77186,2
77281,75056,7
77281,77111,9
77281,77132,2
77282,77285,3
77282,77449,2
77282,77517,1
77282,78423,2
77282,91587,1
77282,92009,1
77282,92012,1
77282,92040,1
77282,93062,1
77282,93066,1
77282,94016,2
77282,94028,1
77282,94038,1
77282,94079,2
77282,95445,7
77282,95504,2
77282,95582,2
77282,95652,2
77283,77173,8
77284,13055,1
77284,75056,48
77284,77008,5
77284,77018,2
77284,77058,31
77284,77083,3
77284,77084,4
77284,77085,4
77284,77108,6
77284,77111,35
77284,77118,4
77284,77123,1
77284,77126,6
77284,77131,3
77284,77132,35
77284,77142,1
77284,77143,2
77284,77146,1
77284,77153,1
77284,77173,1
77284,77182,2
77284,77183,5
77284,77203,65
77284,77231,5
77284,77239,2
77284,77241,1
77284,77258,6
77284,77268,2
77284,77273,4
77284,77284,72
77284,77291,12
77284,77294,42
77284,77307,7
77284,77330,3
77284,77335,2
77284,77337,7
77284,77349,1
77284,77350,13
77284,77369,1
77284,77372,2
77284,77382,1
77284,77389,1
77284,77397,4
77284,77430,2
77284,77433,2
77284,77437,5
77284,77449,9
77284,77468,2
77284,77475,1
77284,77478,2
77284,77514,1
77284,77521,4
77284,78297,1
77284,78382,4
77284,91021,1
77284,91201,1
77284,91312,2
77284,91552,1
77284,92024,5
77284,93005,76
77284,93007,1
77284,93008,1
77284,93027,18
77284,93033,1
77284,93046,7
77284,93049,3
77284,93051,2
77284,93066,1
77284,93070,1
77284,93073,44
77284,93074,4
77284,93078,4
77284,94017,1
77284,94028,1
77284,94046,1
77284,94077,1
77284,95527,1
77285,75056,13
77285,77037,1
77285,77053,18
77285,77067,5
77285,77186,10
77285,77251,10
77285,77288,15
77285,77296,40
77285,77373,1
77285,77384,98
77285,77450,7
77285,77514,2
77285,91041,3
77285,91103,18
77285,91174,4
77285,91200,3
77285,91286,10
77285,91477,3
77285,91494,12
77285,91514,2
77285,91687,2
77285,92026,6
77285,92060,3
77285,92062,1
77285,93029,1
77285,93051,1
77285,94004,44
77285,94022,14
77285,94028,1
77285,94044,3
77285,94046,1
77285,94078,12
77288,17300,1
77288,75056,14
77288,76575,1
77288,77037,3
77288,77040,4
77288,77048,1
77288,77053,2
77288,77058,8
77288,77067,10
77288,77096,3
77288,77099,1
77288,77107,1
77288,77108,1
77288,77121,1
77288,77122,10
77288,77131,2
77288,77139,2
77288,77145,6
77288,77152,1
77288,77155,1
77288,77168,1
77288,77169,1
77288,77181,3
77288,77186,20
77288,77191,2
77288,77215,11
77288,77243,1
77288,77249,1
77288,77251,27
77288,77258,1
77288,77285,2
77288,77288,110
77288,77294,1
77288,77296,24
77288,77305,9
77288,77306,5
77288,77316,3
77288,77327,8
77288,77333,3
77288,77337,1
77288,77350,20
77288,77352,1
77288,77363,21
77288,77373,8
77288,77378,1
77288,77379,1
77288,77384,45
77288,77389,1
77288,77394,7
77288,77410,8
77288,77412,2
77288,77431,4
77288,77445,44
77288,77450,5
77288,77455,2
77288,77468,1
77288,77487,21
77288,77494,1
77288,77495,8
77288,77518,1
77288,89342,10
77288,89387,14
77288,91086,2
77288,91103,68
77288,91105,3
77288,91114,2
77288,91161,5
77288,91174,3
77288,91179,14
77288,91201,25
77288,91228,21
77288,91286,4
77288,91326,1
77288,91339,18
77288,91434,1
77288,91457,8
77288,91494,185
77288,91514,1
77288,91521,6
77288,91549,1
77288,91573,2
77288,91589,3
77288,91617,3
77288,91667,1
77288,91687,3
77288,91692,6
77288,92002,1
77288,92012,2
77288,92072,1
77288,93029,1
77288,93051,16
77288,93078,1
77288,94002,2
77288,94004,33
77288,94011,3
77288,94017,4
77288,94028,2
77288,94034,1
77288,94041,1
77288,94044,2
77288,94046,1
77288,94047,1
77288,94054,3
77288,94070,1
77288,94078,2
77288,94081,1
77291,75056,15
77291,77018,6
77291,77108,1
77291,77113,1
77291,77118,1
77291,77132,1
77291,77153,2
77291,77155,1
77291,77181,1
77291,77195,1
77291,77284,4
77291,77294,3
77291,77296,2
77291,77335,2
77291,77390,1
77291,77392,1
77291,77437,13
77291,77483,22
77291,77513,2
77291,78327,1
77291,78498,2
77291,78586,2
77291,78640,1
77291,91027,3
77291,91038,1
77291,91179,3
77291,91226,1
77291,91228,1
77291,91421,2
77291,91479,1
77291,91570,4
77291,91573,1
77291,91692,1
77291,92004,2
77291,92040,5
77291,92050,11
77291,93001,1
77291,93010,4
77291,93014,4
77291,93029,37
77291,93048,3
77291,93059,1
77291,93064,1
77291,93066,4
77291,93072,1
77291,93073,1
77291,94017,11
77291,94033,2
77291,94054,1
77291,94076,1
77291,95127,3
77291,95219,1
77291,95268,3
77291,95280,1
77291,95306,1
77291,95424,7
77291,95527,2
77291,95582,2
77291,95585,56
77291,95680,2
77294,75056,2
77294,77053,1
77294,77058,13
77294,77083,10
77294,77111,1
77294,77118,21
77294,77121,1
77294,77146,2
77294,77173,51
77294,77192,2
77294,77241,1
77294,77243,3
77294,77284,36
77294,77288,1
77294,77291,1
77294,77294,5
77294,77296,14
77294,77322,3
77294,77330,1
77294,77384,1
77294,77420,11
77294,77430,1
77294,77437,3
77294,77449,15
77294,77468,5
77294,77495,1
77294,77514,2
77294,78073,2
77294,78165,1
77294,91286,2
77294,91549,1
77294,91689,2
77294,92040,2
77294,93005,5
77294,93007,2
77294,93010,1
77294,93013,1
77294,93027,5
77294,93029,162
77294,93033,6
77294,93045,1
77294,93051,8
77294,93066,2
77294,93073,31
77294,93078,41
77294,94052,2
77294,94075,2
77294,95018,1
77294,95277,4
77294,95424,1
77294,95527,1
77294,95585,2
77294,95680,2
77295,92048,2
77295,94073,19
77295,94081,38
77296,75056,15
77296,77014,2
77296,77018,2
77296,77053,1
77296,77058,2
77296,77067,3
77296,77083,2
77296,77096,1
77296,77111,11
77296,77122,64
77296,77131,1
77296,77152,33
77296,77175,1
77296,77222,3
77296,77237,1
77296,77251,43
77296,77252,8
77296,77285,51
77296,77288,26
77296,77291,2
77296,77294,14
77296,77296,16
77296,77305,1
77296,77337,3
77296,77350,1
77296,77373,2
77296,77384,9
77296,77407,1
77296,77438,2
77296,77445,9
77296,77447,1
77296,77450,9
77296,77457,1
77296,78118,1
77296,91027,2
77296,91045,29
77296,91097,1
77296,91103,2
77296,91114,1
77296,91174,2
77296,91191,1
77296,91228,26
77296,91421,1
77296,91521,4
77296,91549,6
77296,91553,1
77296,91573,3
77296,91577,7
77296,91617,5
77296,91631,1
77296,91689,3
77296,91691,1
77296,92023,1
77296,92048,1
77296,92051,1
77296,93071,1
77296,94022,65
77296,94028,3
77296,94034,3
77296,94043,11
77296,94044,8
77296,94054,3
77296,94071,2
77296,94073,2
77296,94075,1
77296,95134,1
77305,2408,1
77305,45122,9
77305,77015,11
77305,77018,1
77305,77022,3
77305,77051,15
77305,77122,8
77305,77186,5
77305,77251,6
77305,77269,3
77305,77288,4
77305,77305,1
77305,77316,2
77305,77317,1
77305,77333,2
77305,77379,1
77305,77409,5
77305,77482,5
77305,77487,27
77305,77514,5
77305,91228,1
77305,91330,5
77305,91340,1
77305,91377,1
77305,91617,3
77305,93032,4
77305,94054,2
77306,60175,4
77306,75056,1
77306,77147,25
77306,77251,7
77306,77288,6
77306,77296,2
77306,77306,2
77306,77327,2
77306,77350,3
77306,77374,1
77306,77450,2
77306,91086,1
77306,91228,5
77306,91377,3
77306,91461,2
77306,91553,6
77306,91573,1
77306,91691,3
77306,92025,2
77306,92044,1
77306,92049,1
77306,93008,43
77306,93051,3
77306,93078,4
77306,94068,3
77306,94071,1
77306,95680,3
77307,75056,15
77307,77018,13
77307,77020,137
77307,77032,7
77307,77058,39
77307,77059,1
77307,77075,3
77307,77083,2
77307,77085,2
77307,77108,6
77307,77111,14
77307,77113,2
77307,77121,3
77307,77131,1
77307,77132,63
77307,77141,1
77307,77142,1
77307,77146,1
77307,77171,2
77307,77183,1
77307,77232,6
77307,77237,2
77307,77243,5
77307,77258,4
77307,77268,3
77307,77276,2
77307,77284,5
77307,77291,2
77307,77294,4
77307,77307,26
77307,77320,2
77307,77350,1
77307,77373,5
77307,77379,1
77307,77420,1
77307,77438,2
77307,77449,154
77307,77464,1
77307,77468,36
77307,77470,1
77307,77475,1
77307,77479,3
77307,77531,8
77307,91027,1
77307,92049,3
77307,93005,2
77307,93029,2
77307,93051,16
77307,93073,4
77307,93078,1
77307,94042,1
77307,94046,1
77307,94052,1
77307,94068,1
77307,94071,3
77307,94079,1
77307,94080,2
77307,95199,10
77307,95527,4
77311,77014,6
77311,77020,8
77311,77295,1
77311,77441,1
77315,77083,10
77315,77111,4
77315,77132,4
77315,93051,1
77316,77006,1
77316,77048,1
77316,77069,6
77316,77161,21
77316,77186,9
77316,77226,1
77316,77288,5
77316,77305,5
77316,77316,1
77316,77379,1
77316,77412,1
77316,77431,23
77316,77495,1
77316,77506,5
77316,77531,21
77316,91114,1
77316,91161,1
77316,91174,1
77316,92063,5
77316,94003,4
77316,94041,1
77316,94052,1
77317,77051,3
77317,77053,1
77317,77107,2
77317,77192,1
77317,77222,8
77317,77245,14
77317,77251,6
77317,77258,20
77317,77305,15
77317,77373,19
77317,77450,1
77317,77470,4
77317,77493,18
77317,91657,1
77317,94017,20
77317,94019,2
77318,77449,1
77318,93051,10
77320,77018,1
77320,77058,6
77320,77111,1
77320,77131,9
77320,77163,26
77320,77181,1
77320,77182,9
77320,77288,1
77320,77307,1
77320,77335,3
77320,77401,3
77320,77449,3
77320,77468,1
77320,92040,1
77320,92051,2
77320,93051,12
77322,75056,1
77322,77118,1
77322,77294,2
77322,77420,5
77322,93014,1
77322,93064,24
77322,93072,2
77322,93073,1
77322,94028,24
77323,77153,1
77323,93005,18
77323,93071,3
77323,94038,2
77326,77152,2
77326,77251,2
77326,77445,6
77326,77480,1
77326,77495,2
77326,78164,2
77326,91235,1
77326,94017,5
77326,94028,11
77326,94047,1
77326,95527,3
77327,77152,1
77327,77159,10
77327,77288,9
77327,77379,1
77327,77394,2
77327,77407,1
77327,91122,2
77327,91228,9
77327,91339,1
77327,93071,1
77330,60462,1
77330,77058,10
77330,77059,4
77330,77111,1
77330,77118,1
77330,77121,6
77330,77143,1
77330,77276,1
77330,77284,1
77330,77330,6
77330,77337,1
77330,77373,1
77330,77382,2
77330,77413,1
77330,77440,5
77330,77478,3
77330,77495,2
77330,93046,1
77330,93073,1
77333,77014,3
77333,77048,2
77333,77060,7
77333,77096,1
77333,77099,5
77333,77186,3
77333,77288,5
77333,77305,1
77333,77407,1
77333,77431,1
77333,77458,2
77333,91174,2
77333,91228,1
77333,91339,1
77333,94076,1
77335,75056,7
77335,77008,3
77335,77083,1
77335,77143,1
77335,77146,4
77335,77231,1
77335,77284,2
77335,77291,2
77335,77320,4
77335,77335,1
77335,77337,1
77335,77349,3
77335,77372,1
77335,77382,2
77335,77468,2
77335,91679,1
77335,93046,3
77335,93073,3
77337,51230,5
77337,75056,33
77337,77018,65
77337,77042,1
77337,77053,2
77337,77058,4
77337,77059,3
77337,77081,3
77337,77083,12
77337,77108,1
77337,77111,26
77337,77121,7
77337,77122,3
77337,77132,2
77337,77146,10
77337,77169,4
77337,77237,1
77337,77243,6
77337,77251,9
77337,77268,1
77337,77284,3
77337,77288,1
77337,77296,6
77337,77305,2
77337,77307,3
77337,77373,6
77337,77382,3
77337,77438,10
77337,77449,1
77337,77468,20
77337,77479,10
77337,77487,6
77337,77494,5
77337,77495,3
77337,77517,2
77337,78586,12
77337,91174,2
77337,91228,3
77337,91471,2
77337,92002,1
77337,93008,2
77337,93027,7
77337,93039,1
77337,93048,19
77337,93049,2
77337,93051,4
77337,93055,1
77337,93066,6
77337,93070,10
77337,93071,2
77337,94003,13
77337,94022,1
77337,94028,15
77337,94041,8
77337,94042,8
77337,94053,1
77337,94071,3
77337,94079,5
77337,94080,4
77337,95018,3
77337,95019,11
77337,95280,3
77337,95585,6
77337,95607,12
77337,95680,9
77339,77447,10
77339,91228,1
77339,91339,2
77349,75056,1
77349,77008,3
77349,77153,1
77349,77284,1
77349,77335,3
77349,77427,3
77349,77514,3
77349,93027,1
77349,93029,102
77349,93064,9
77349,93071,1
77349,93073,1
77349,94046,1
77350,75056,32
77350,77040,1
77350,77058,7
77350,77083,5
77350,77085,26
77350,77111,2
77350,77114,3
77350,77121,1
77350,77122,1
77350,77142,1
77350,77169,3
77350,77219,1
77350,77222,1
77350,77251,1
77350,77284,1
77350,77288,20
77350,77296,1
77350,77306,3
77350,77307,2
77350,77350,33
77350,77373,3
77350,77377,2
77350,77384,9
77350,77390,1
77350,77449,10
77350,77468,4
77350,77475,1
77350,78517,1
77350,91434,2
77350,92007,1
77350,92012,1
77350,93005,2
77350,93051,12
77350,93071,1
77350,94003,1
77350,94022,1
77350,94028,3
77350,94068,4
77350,94079,2
77352,77152,1
77352,77192,3
77352,91174,2
77352,94002,1
77358,77307,9
77358,77320,1
77359,77040,1
77359,77186,1
77359,77288,3
77359,77518,2
77360,77111,12
77360,77132,1
77360,77134,2
77360,77307,1
77360,77373,1
77360,77379,3
77365,77058,3
77365,77111,12
77371,75056,3
77371,77163,1
77371,77479,1
77371,93051,2
77371,94018,2
77372,77108,1
77372,77118,1
77372,77132,1
77372,77243,1
77372,77249,1
77372,77284,1
77372,77291,3
77372,77390,3
77372,77449,2
77372,77468,4
77372,77511,4
77372,92007,3
77372,92012,2
77372,92019,1
77372,93005,1
77372,93008,17
77372,93029,26
77372,93051,1
77372,93064,2
77373,75056,46
77373,77031,166
77373,77048,3
77373,77053,10
77373,77058,3
77373,77081,1
77373,77083,7
77373,77107,4
77373,77108,1
77373,77111,6
77373,77121,2
77373,77127,11
77373,77128,1
77373,77132,9
77373,77142,1
77373,77146,4
77373,77153,6
77373,77169,3
77373,77180,2
77373,77181,1
77373,77192,13
77373,77217,1
77373,77229,2
77373,77248,8
77373,77249,1
77373,77251,24
77373,77252,1
77373,77258,3
77373,77268,1
77373,77276,6
77373,77284,2
77373,77288,3
77373,77291,1
77373,77296,1
77373,77307,3
77373,77317,18
77373,77337,1
77373,77350,5
77373,77373,123
77373,77384,16
77373,77389,6
77373,77390,22
77373,77407,1
77373,77438,5
77373,77445,3
77373,77449,14
77373,77450,2
77373,77455,44
77373,77468,7
77373,77470,10
77373,77495,12
77373,77521,3
77373,91174,2
77373,91201,5
77373,91228,1
77373,91461,1
77373,91514,6
77373,91521,6
77373,91573,4
77373,91617,11
77373,91631,1
77373,91691,10
77373,92023,1
77373,92073,9
77373,93001,1
77373,93005,23
77373,93008,3
77373,93032,2
77373,93033,1
77373,93048,6
77373,93050,2
77373,93051,19
77373,93063,3
77373,93064,3
77373,93066,5
77373,93070,2
77373,93071,2
77373,93078,9
77373,94004,6
77373,94015,6
77373,94017,12
77373,94018,2
77373,94019,8
77373,94022,1
77373,94028,14
77373,94034,1
77373,94041,2
77373,94042,4
77373,94044,2
77373,94055,1
77373,94056,3
77373,94059,4
77373,94060,43
77373,94065,2
77373,94068,13
77373,94070,1
77373,94071,4
77373,94073,1
77373,94079,11
77373,94081,1
77373,95018,4
77373,95268,10
77374,75056,10
77374,76705,1
77374,77005,3
77374,77053,1
77374,77118,1
77374,77234,1
77374,77284,1
77374,77306,2
77374,77384,7
77374,94017,2
77374,94081,1
77377,77026,1
77377,77053,9
77377,77107,2
77377,77268,1
77377,77350,2
77377,77470,2
77378,77058,20
77378,77251,1
77378,77407,18
77378,77435,3
77378,91179,1
77378,91228,3
77378,91312,2
77378,91405,1
77378,93073,2
77378,93078,2
77379,75056,1
77379,77032,41
77379,77134,1
77379,77186,1
77379,77288,2
77379,77307,1
77379,77327,1
77379,77412,9
77379,77495,2
77379,91339,1
77379,94038,1
77382,77083,4
77382,77128,1
77382,77171,1
77382,77276,4
77382,77284,5
77382,77335,1
77382,77337,2
77382,77437,16
77382,77438,4
77382,77513,2
77382,93047,1
77382,93051,7
77382,93078,4
77382,94068,2
77382,94079,2
77384,75056,7
77384,77014,8
77384,77037,3
77384,77053,1
77384,77058,24
77384,77067,4
77384,77089,5
77384,77122,64
77384,77152,45
77384,77175,1
77384,77186,19
77384,77229,1
77384,77251,63
77384,77268,1
77384,77285,69
77384,77288,31
77384,77296,15
77384,77305,2
77384,77317,1
77384,77350,9
77384,77373,12
77384,77374,8
77384,77384,1
77384,77407,17
77384,77445,3
77384,77450,2
77384,77453,10
77384,77468,1
77384,77487,15
77384,78208,1
77384,78297,1
77384,78646,4
77384,91045,24
77384,91097,5
77384,91103,1
77384,91114,9
77384,91161,1
77384,91174,4
77384,91191,2
77384,91228,5
77384,91377,19
77384,91421,1
77384,91477,5
77384,91514,2
77384,91553,2
77384,91570,2
77384,91649,14
77384,91657,9
77384,91661,1
77384,91687,13
77384,91691,3
77384,92002,1
77384,93008,15
77384,93051,10
77384,93078,2
77384,94002,12
77384,94004,2
77384,94016,5
77384,94017,11
77384,94028,1
77384,94033,11
77384,94044,2
77384,94046,57
77384,94068,1
77384,94071,28
77384,95203,2
77384,95585,1
77385,77131,2
77385,77475,11
77385,93032,1
77389,77037,1
77389,77040,1
77389,77169,13
77389,77186,1
77389,77251,11
77389,77373,3
77389,77449,5
77389,95585,4
77390,75056,3
77390,77031,1
77390,77053,1
77390,77058,7
77390,77083,25
77390,77121,4
77390,77128,7
77390,77146,2
77390,77152,1
77390,77155,4
77390,77181,10
77390,77215,8
77390,77243,2
77390,77251,3
77390,77258,10
77390,77268,1
77390,77276,1
77390,77291,1
77390,77296,1
77390,77373,12
77390,77389,2
77390,77437,2
77390,77450,4
77390,77468,1
77390,77470,2
77390,77479,1
77390,77495,1
77390,77514,4
77390,91457,2
77390,91458,4
77390,91479,5
77390,91514,3
77390,91521,3
77390,92020,1
77390,93008,8
77390,93032,1
77390,93033,1
77390,93051,21
77390,93074,2
77390,94017,1
77390,94041,4
77390,94060,1
77390,94068,2
77390,94070,2
77390,94079,5
77390,95527,1
77392,77153,1
77392,93013,1
77392,94081,1
77392,95268,2
77393,77134,3
77393,77192,4
77393,77215,1
77393,77379,4
77394,77014,11
77394,77107,1
77394,77142,5
77394,77145,4
77394,77210,4
77394,77251,5
77394,77288,6
77394,77305,1
77394,91105,2
77394,91657,5
77394,94054,90
77397,77111,8
77397,77183,15
77397,77284,5
77397,77320,2
77397,77401,1
77397,77448,4
77397,77513,1
77397,94033,1
77401,77058,2
77401,77181,1
77401,77284,1
77401,77397,1
77401,91514,1
77407,75056,23
77407,77040,11
77407,77053,17
77407,77058,10
77407,77067,2
77407,77152,2
77407,77175,1
77407,77186,1
77407,77251,10
77407,77288,2
77407,77316,1
77407,77333,1
77407,77378,18
77407,77384,17
77407,77407,15
77407,77450,1
77407,77455,1
77407,77487,2
77407,77495,2
77407,77518,10
77407,78349,1
77407,91027,1
77407,91099,1
77407,91103,52
77407,91228,24
77407,91275,1
77407,91340,2
77407,91377,2
77407,91405,5
77407,91468,3
77407,91514,3
77407,91521,2
77407,91549,2
77407,91553,2
77407,91649,2
77407,91687,2
77407,92002,1
77407,92046,3
77407,92049,2
77407,92075,1
77407,93008,1
77407,94028,1
77407,94065,2
77407,94078,1
77409,77305,7
77410,75056,1
77410,77288,9
77410,93051,3
77412,77040,1
77412,77186,3
77412,77251,2
77412,77288,4
77412,77378,1
77412,77379,2
77412,77453,2
77412,77518,2
77413,77018,2
77413,77058,1
77413,77132,22
77413,77142,3
77413,77219,1
77413,77268,1
77413,77307,1
77413,77330,1
77413,93051,3
77420,60500,1
77420,75056,15
77420,77121,1
77420,77123,4
77420,77153,13
77420,77241,1
77420,77294,11
77420,77322,6
77420,77392,2
77420,77430,1
77420,77437,2
77420,77438,3
77420,91228,1
77420,92036,12
77420,92050,9
77420,92062,2
77420,93001,2
77420,93008,2
77420,93027,1
77420,93029,15
77420,93051,3
77420,93053,2
77420,93066,35
77420,94041,1
77420,94081,2
77420,95018,4
77420,95252,1
77420,95277,2
77420,95392,1
77428,77122,2
77428,77186,2
77428,77191,2
77428,77251,4
77428,77317,2
77428,77327,8
77428,77442,1
77428,91421,4
77430,77058,2
77430,77258,4
77430,93073,2
77431,77014,12
77431,77048,1
77431,77079,2
77431,77186,3
77431,77288,1
77431,77316,20
77431,77333,1
77433,75056,1
77433,77018,1
77433,77111,22
77433,94017,1
77435,77378,4
77435,91103,1
77435,91114,2
77435,91339,2
77435,91617,2
77437,60341,1
77437,60500,3
77437,60612,1
77437,75056,24
77437,77058,8
77437,77132,1
77437,77173,3
77437,77205,10
77437,77284,4
77437,77291,13
77437,77294,4
77437,77382,4
77437,77420,5
77437,93005,3
77437,93059,1
77437,93073,7
77437,93074,3
77437,93078,1
77437,94033,2
77437,94052,1
77437,95018,1
77437,95280,24
77437,95612,24
77438,75056,193
77438,77005,1
77438,77058,7
77438,77083,2
77438,77085,1
77438,77108,1
77438,77111,1
77438,77215,1
77438,77234,1
77438,77237,24
77438,77243,5
77438,77258,18
77438,77296,2
77438,77307,4
77438,77337,5
77438,77373,5
77438,77382,2
77438,77420,3
77438,77438,8
77438,77449,18
77438,77468,52
77438,78158,1
77438,78297,2
77438,91174,1
77438,91228,2
77438,91347,3
77438,91377,3
77438,91573,5
77438,92023,1
77438,92040,12
77438,92046,3
77438,92075,3
77438,93005,9
77438,93027,1
77438,93048,6
77438,93051,11
77438,93079,3
77438,94070,1
77438,94076,1
77438,94081,14
77438,95199,1
77438,95351,3
77438,95500,3
77440,77111,19
77440,77132,2
77440,77330,1
77440,77438,6
77440,94041,3
77441,77037,1
77441,77096,1
77441,77216,1
77441,77251,77
77441,77458,36
77442,77079,1
77442,77186,4
77442,77226,1
77442,77288,1
77442,77311,1
77442,77506,1
77445,75056,41
77445,77037,7
77445,77061,16
77445,77067,13
77445,77096,6
77445,77118,7
77445,77122,7
77445,77152,5
77445,77186,6
77445,77222,1
77445,77249,8
77445,77251,3
77445,77285,2
77445,77288,24
77445,77296,4
77445,77326,8
77445,77352,4
77445,77373,14
77445,77384,8
77445,77445,231
77445,77449,1
77445,77487,1
77445,77495,13
77445,77514,2
77445,78537,1
77445,78621,2
77445,91027,1
77445,91045,21
77445,91114,12
77445,91161,5
77445,91174,6
77445,91228,20
77445,91326,3
77445,91345,4
77445,91421,1
77445,91477,3
77445,91549,5
77445,91589,2
77445,91617,1
77445,91659,107
77445,92040,2
77445,92051,20
77445,92072,1
77445,92077,6
77445,93005,15
77445,93008,2
77445,93048,6
77445,93050,1
77445,93063,5
77445,93073,2
77445,94002,4
77445,94017,4
77445,94022,1
77445,94028,1
77445,94044,2
77445,94054,2
77445,94070,4
77445,94073,3
77445,94076,2
77445,94078,5
77445,94081,18
77445,95527,3
77447,77053,1
77447,77067,43
77447,77217,2
77447,77251,2
77447,77288,2
77447,77339,9
77447,77445,1
77447,77479,2
77447,91405,1
77447,91514,1
77447,94042,1
77448,77284,4
77448,91521,3
77448,94081,1
77449,75056,26
77449,76497,1
77449,76540,1
77449,77018,63
77449,77042,1
77449,77053,3
77449,77058,45
77449,77059,1
77449,77083,6
77449,77085,6
77449,77111,20
77449,77121,4
77449,77124,6
77449,77128,1
77449,77131,18
77449,77132,11
77449,77141,3
77449,77142,16
77449,77143,2
77449,77146,1
77449,77153,1
77449,77155,1
77449,77169,4
77449,77171,2
77449,77176,20
77449,77181,1
77449,77182,2
77449,77183,8
77449,77203,16
77449,77209,1
77449,77215,1
77449,77237,4
77449,77238,1
77449,77243,17
77449,77249,1
77449,77257,5
77449,77258,21
77449,77268,16
77449,77276,3
77449,77281,1
77449,77284,9
77449,77291,16
77449,77294,8
77449,77307,103
77449,77330,1
77449,77337,1
77449,77350,1
77449,77373,12
77449,77382,1
77449,77397,4
77449,77437,4
77449,77438,10
77449,77445,1
77449,77449,8
77449,77464,1
77449,77468,23
77449,77470,1
77449,77475,1
77449,77478,1
77449,77479,4
77449,77483,5
77449,77495,1
77449,77517,2
77449,77529,2
77449,78158,2
77449,78220,1
77449,78335,1
77449,78383,2
77449,78423,2
77449,78517,1
77449,78640,2
77449,91103,1
77449,91228,3
77449,91377,1
77449,92004,2
77449,92007,2
77449,92012,12
77449,92019,1
77449,92025,1
77449,92032,2
77449,92035,1
77449,92040,2
77449,92048,4
77449,92063,1
77449,93001,3
77449,93005,3
77449,93006,2
77449,93008,5
77449,93027,4
77449,93046,3
77449,93048,3
77449,93050,4
77449,93051,4
77449,93061,1
77449,93066,3
77449,93077,2
77449,94003,1
77449,94017,4
77449,94022,1
77449,94028,8
77449,94033,5
77449,94046,7
77449,94048,1
77449,94059,1
77449,94068,3
77449,94070,7
77449,94071,1
77449,94073,3
77449,94074,2
77449,94079,10
77449,94081,2
77449,95252,2
77449,95527,4
77449,95680,3
77450,75056,2
77450,77053,10
77450,77121,5
77450,77122,1
77450,77175,1
77450,77215,1
77450,77249,1
77450,77251,3
77450,77258,2
77450,77288,3
77450,77296,15
77450,77384,2
77450,77390,4
77450,77468,1
77450,91097,6
77450,91103,1
77450,91114,1
77450,91174,2
77450,91215,5
77450,91228,3
77450,91553,1
77450,91691,9
77450,93048,3
77450,93051,4
77450,94004,12
77450,94015,1
77450,94037,1
77450,94046,12
77450,94047,7
77450,94054,1
77450,94056,1
77450,94068,2
77450,94070,15
77450,94075,2
77450,94081,1
77453,77040,31
77453,77384,9
77453,77412,2
77455,77053,3
77455,77122,5
77455,77127,1
77455,77180,4
77455,77222,1
77455,77251,1
77455,77373,38
77455,77407,1
77455,77450,6
77455,91114,2
77455,91228,1
77455,91479,1
77455,94015,2
77455,94028,3
77455,94074,23
77455,95527,1
77457,77053,12
77457,77114,2
77458,75056,77
77458,77006,1
77458,77014,43
77458,77288,9
77458,77389,1
77458,77441,30
77458,91179,3
77458,91228,6
77458,91553,2
77464,75056,19
77464,77058,1
77464,77258,1
77464,77282,1
77464,77284,1
77464,77307,2
77464,77390,1
77464,77466,1
77464,77468,1
77464,93027,1
77464,93046,2
77464,93073,2
77464,94028,1
77464,94042,1
77464,94077,2
77468,75056,68
77468,77008,1
77468,77018,9
77468,77042,1
77468,77055,2
77468,77058,18
77468,77083,48
77468,77085,2
77468,77108,1
77468,77111,18
77468,77113,2
77468,77118,4
77468,77121,72
77468,77123,5
77468,77131,2
77468,77141,1
77468,77142,3
77468,77146,14
77468,77169,6
77468,77181,3
77468,77243,6
77468,77251,1
77468,77258,4
77468,77268,6
77468,77276,2
77468,77284,4
77468,77288,1
77468,77294,10
77468,77307,11
77468,77320,1
77468,77337,18
77468,77350,1
77468,77373,13
77468,77390,2
77468,77438,55
77468,77449,13
77468,77450,2
77468,77464,1
77468,77479,2
77468,77514,1
77468,77521,2
77468,78029,2
77468,78423,3
77468,78498,3
77468,91044,1
77468,91174,3
77468,91201,2
77468,91228,1
77468,91471,8
77468,91479,1
77468,91589,1
77468,92002,1
77468,92026,5
77468,92040,1
77468,92075,2
77468,93001,27
77468,93032,1
77468,93050,12
77468,93051,14
77468,93057,1
